"Date Time","Intersection Street One","Intersection Street Two","Address Street Number","Address Street Name","Number of Motorists","Number of Cyclists","Number of Pedestrians","Number of Injured Individuals","Hospitalizations (estimated)","Neighborhood (estimated)"
"2026 Jul 23 01:57:00 PM","HARVARD ST","HANCOCK ST",,,"2","0","0","0","0","Mid-Cambridge"
"2026 Jul 23 08:50:00 AM",,,"136","HAMPSHIRE","1","0","0","0","0",
"2026 Jul 23 08:40:00 AM",,,"640","CONCORD AVE","0","0","0","0","0","Cambridge Highlands"
"2026 Jul 23 07:47:00 AM","BROADWAY","PORTLAND STREET",,,"1","1","0","1","0","The Port"
"2026 Jul 22 06:38:00 PM","CAMBRIDGE","FIRST",,"CAMBRIDGE ST","1","0","0","0","0",
"2026 Jul 22 06:12:00 PM","MASS. AVE","UPLAND ROAD",,,"1","1","0","1","0","Neighborhood Nine"
"2026 Jul 22 05:42:00 PM","GORE STREET","SIXTH STREET",,,"1","0","1","1","0","East Cambridge"
"2026 Jul 22 04:00:00 PM",,,"5","CADBURY ROAD","0","0","0","0","0","Neighborhood Nine"
"2026 Jul 22 09:30:00 AM",,,"314","MAIN STREET","0","0","0","0","0","Area 2/MIT"
"2026 Jul 21 05:30:00 PM",,,,"DAVIS STREET","0","0","0","0","0",
"2026 Jul 21 04:45:00 PM","HURON AVE","GROZIER RD","465","HURON AVE","2","0","0","0","0","West Cambridge"
"2026 Jul 21 03:51:00 PM",,,"196","WASHINGTON STREET","1","0","0","0","0","The Port"
"2026 Jul 21 05:42:00 AM",,,"1807","CAMBRIDGE STREET","1","0","0","1","0","Baldwin"
"2026 Jul 20 12:00:00 PM",,,"701","MT. AUBURN STREET","0","0","0","0","0","West Cambridge"
"2026 Jul 20 09:42:00 AM",,,"269","MT AUBURN","1","0","0","0","0",
"2026 Jul 20 09:36:00 AM",,,"1131","MASSACHUSETTS AVENUE","2","0","0","0","0","Mid-Cambridge"
"2026 Jul 19 10:23:00 PM",,,"321","WESTERN AVENUE","0","0","0","0","0","Riverside"
"2026 Jul 19 06:48:00 PM","CAMBRIDGE STREET","OAK STREET",,,"1","0","0","0","0","Wellington-Harrington"
"2026 Jul 19 03:13:00 PM",,,"565","MT AUBURN ST","1","0","0","0","0","West Cambridge"
"2026 Jul 18 11:21:00 PM","MASSACHUSETTS AVE","PEABODY ST","1511","MASSACHUSETTS AVE","2","0","0","1","1","Baldwin"
"2026 Jul 18 10:55:00 AM","MASS AVE","PEABODY",,,"2","0","0","1","1","Mid-Cambridge"
"2026 Jul 18 07:28:00 AM",,,"50","TROWBRIDGE ST","0","0","0","0","0","Mid-Cambridge"
"2026 Jul 17 04:00:00 PM",,,"84","CAMBRIDGEPARK DRIVE","0","0","0","0","0","North Cambridge"
"2026 Jul 17 01:40:00 PM","BROOKLINE STREET","GRANITE STREET",,,"1","0","0","0","0","Cambridgeport"
"2026 Jul 17 01:09:00 PM",,,"208","PROSPECT STREET","2","0","0","0","0","The Port"
"2026 Jul 17 08:45:00 AM",,,"1522","CAMBRIDGE ST","0","0","0","0","0","Mid-Cambridge"
"2026 Jul 16 04:25:00 PM","RINDGE AVE","CLIFTON CIRCLE",,,"2","0","0","0","0",
"2026 Jul 16 04:06:00 PM",,,"699","MT AUBURN STREET","1","0","1","1","1","West Cambridge"
"2026 Jul 16 03:29:00 PM",,,"41","HAMPSHIRE","1","2","0","0","0",
"2026 Jul 16 11:28:00 AM","ALBANY STREET","CROSS STREET",,,"2","0","0","0","0","Cambridgeport"
"2026 Jul 16 08:54:00 AM",,,"4","BISHOP ALLEN DRIVE","2","0","0","0","0","The Port"
"2026 Jul 15 06:25:00 PM","MASSACHUSETTS AVE","ELLERY ST",,,"1","1","0","1","0","Mid-Cambridge"
"2026 Jul 15 03:32:00 PM",,,"27","FAYERWEATHER STREET","0","0","0","0","0","West Cambridge"
"2026 Jul 15 09:13:00 AM","MASSACHUSETTS AVENUE","TYLER CT",,,"2","0","0","0","0","North Cambridge"
"2026 Jul 14 06:55:00 PM","GARDEN STREET","MASON STREET",,,"2","0","0","1","0","West Cambridge"
"2026 Jul 14 06:40:00 PM",,,"260","WALDEN STREET","1","0","0","0","0","Neighborhood Nine"
"2026 Jul 14 03:30:00 PM",,,"44","SEVENTH STREET","0","0","0","0","0","East Cambridge"
"2026 Jul 14 08:35:00 AM",,,"49","SIXTH STREET","1","0","0","0","0","East Cambridge"
"2026 Jul 13 01:20:00 PM","MAGNOLIA AVE","HOVEY AVENUE",,,"2","0","0","0","0","Mid-Cambridge"
"2026 Jul 13 12:30:00 PM",,,"340","RIVER STREET","0","0","0","1","0","Cambridgeport"
"2026 Jul 13 10:29:00 AM",,,"1","ABERNEEN WAY","0","0","0","0","0","West Cambridge"
"2026 Jul 13 08:05:00 AM",,,"0","HARVARD SQUARE","2","0","0","0","0","Mid-Cambridge"
"2026 Jul 12 09:58:00 PM","WESTERN AVE","PUTNAM AVE",,,"3","0","0","0","0","Riverside"
"2026 Jul 12 04:41:00 PM",,,"101","WASHINGTON ST","0","0","0","0","0","The Port"
"2026 Jul 12 04:10:00 PM","CAMBRIDGE ST","WILLOW ST",,,"1","0","0","0","0","Wellington-Harrington"
"2026 Jul 12 01:44:00 AM",,,"180","WINDSOR","1","0","0","0","0",
"2026 Jul 11 06:43:00 PM",,,"45","OXFORD STREET","2","0","0","0","0","Baldwin"
"2026 Jul 11 05:45:00 PM","MASSACHUSETTS AVENUE","AMHERST STREET",,,"1","1","0","1","1","Area 2/MIT"
"2026 Jul 11 05:19:00 PM",,,"84","BISHOP ALLEN","2","0","0","0","0","The Port"
"2026 Jul 11 03:58:00 PM","BROADWAY","CAMBRIDGE ST",,"BROADWAY","2","0","0","0","0","Mid-Cambridge"
"2026 Jul 11 11:28:00 AM",,,"1759","MASSACHUSETTS AVE","1","1","0","1","1","Baldwin"
"2026 Jul 10 06:11:00 PM","RIVER ST","FRANKLIN ST",,"RIVER ST","2","0","0","0","0","Riverside"
"2026 Jul 10 08:24:00 AM","DANA STREET","CAMBRIDGE STREET",,,"2","0","0","0","0","Mid-Cambridge"
"2026 Jul 09 08:50:00 PM",,,"725","MAIN ST","1","0","0","0","0","The Port"
"2026 Jul 09 09:30:00 AM",,,"700","HURON AVENUE","0","0","0","0","0","Strawberry Hill"
"2026 Jul 08 04:30:00 PM",,,,"MASSACHUSETTS AVENUE","1","0","0","0","0",
"2026 Jul 08 02:02:00 PM",,,"679","CONCORD AVENUE","2","0","0","0","0","Cambridge Highlands"
"2026 Jul 08 10:16:00 AM","PLESEANT ST","GREEN ST",,,"1","0","0","0","0","Riverside"
"2026 Jul 08 08:15:00 AM",,,"143","HAMPSHIRE","1","0","0","1","1",
"2026 Jul 07 03:30:00 PM","GREEN ST","SELLERS ST",,,"0","0","0","0","0","Riverside"
"2026 Jul 07 02:00:00 PM",,,"10","PRESCOTT ST","0","0","0","0","0","Mid-Cambridge"
"2026 Jul 07 10:16:00 AM","MASS AVE","RICE STREET",,,"2","0","0","0","0","North Cambridge"
"2026 Jul 07 10:15:00 AM","INMAN STREET","MASSACHUSETTS AVENUE",,,"1","0","0","0","0","Mid-Cambridge"
"2026 Jul 07 08:42:00 AM",,,"8","VINEYARD","1","0","0","1","1",
"2026 Jul 07 08:15:00 AM",,,"12","UPTON STREET","0","0","0","0","0","Cambridgeport"
"2026 Jul 06 04:55:00 PM","CONCORD AVENUE","GARDEN STREET",,,"1","0","0","0","0","West Cambridge"
"2026 Jul 06 02:45:00 PM","BROADWAY","PROSPECT",,,"1","0","1","1","1","The Port"
"2026 Jul 06 01:41:00 PM",,,"200","CAMBRIDGE PARK DR","1","0","0","0","0","North Cambridge"
"2026 Jul 06 01:01:00 PM",,,"2234","MASSACHUSETTS AVE","1","0","0","0","0","North Cambridge"
"2026 Jul 06 01:00:00 PM",,,"150","THORNDIKE STREET","1","0","0","0","0","East Cambridge"
"2026 Jul 06 11:00:00 AM",,,"26","CENTRAL SQUARE","0","0","1","0","0","Riverside"
"2026 Jul 05 07:48:00 AM","CAMBRIDGE STREET","PROSPECT STREET",,,"2","0","0","1","1","Wellington-Harrington"
"2026 Jul 05 12:01:00 AM",,,"73","HOWARD ST","1","0","0","0","0","Riverside"
"2026 Jul 04 02:53:00 PM",,,"730","MEMORIAL DRIVE","0","0","0","0","0","Cambridgeport"
"2026 Jul 04 02:23:00 PM","PARK AVE","HURON AVE",,,"1","0","0","0","0","Strawberry Hill"
"2026 Jul 04 12:00:00 PM",,,"100","LANDSDOWNE STREET","1","0","0","0","0","Cambridgeport"
"2026 Jul 03 10:53:00 PM",,,"154","AMORY STREET","0","0","0","0","0","Mid-Cambridge"
"2026 Jul 03 08:16:00 PM","MASSACHUSETTS AVENUE","DOUGLASS STREET",,,"2","0","0","0","0","Cambridgeport"
"2026 Jul 03 02:01:00 PM",,,"15","PEARL STREET","1","0","0","0","0","Cambridgeport"
"2026 Jul 03 01:56:00 PM","PROSPECT ST","MASSACHUSETTS AVE",,,"1","0","1","1","1",
"2026 Jul 03 04:36:00 AM","GRANITE STREET","BROOKLINE STREET",,,"1","0","0","1","0","Cambridgeport"
"2026 Jul 02 01:11:00 PM",,,"1664","MASSACHUSETTS AVENUE","1","0","0","1","0","Neighborhood Nine"
"2026 Jul 02 12:54:00 PM",,,"267","BROADWAY","0","0","0","0","0","The Port"
"2026 Jul 02 10:36:00 AM",,,"12","WENDELL","1","0","0","0","0",
"2026 Jul 02 10:22:00 AM",,,"62","FULKERSON ST","1","0","0","0","0","East Cambridge"
"2026 Jul 02 10:20:00 AM",,,"200","TECHNOLOGY SQUARE","2","0","0","0","0","The Port"
"2026 Jul 02 10:00:00 AM",,,"120","COLUMBIA STREET","0","0","0","0","0","The Port"
"2026 Jul 02 09:56:00 AM",,,"142","BERKSHIRE","2","0","0","1","1",
"2026 Jul 02 08:04:00 AM","HAMPSHIRE STREET","PROSPECT STREET",,,"1","1","0","0","0","The Port"
"2026 Jul 02 02:30:00 AM",,,"1716","CAMBRIDGE STREET","1","0","0","0","0","Mid-Cambridge"
"2026 Jul 01 08:02:00 PM","ALEWFE BROOK PKWY","MASSACHUSETTS AVE",,,"2","0","0","0","0","North Cambridge"
"2026 Jul 01 06:40:00 PM",,,"44","CONCORD AVENUE","0","0","0","0","0","West Cambridge"
"2026 Jul 01 06:35:00 PM","ALEWIFE BROOK PKWY","CONCORD TPKE",,,"2","0","0","0","0","North Cambridge"
"2026 Jul 01 04:50:00 PM",,,"699","MT AUBURN STREET (PARKING LOT)","2","0","0","0","0","West Cambridge"
"2026 Jul 01 03:42:00 PM",,,"65","JFK ST","2","0","0","0","0","West Cambridge"
"2026 Jul 01 02:24:00 PM","GARDEN ST","APPIANWAY",,,"1","0","0","0","0","West Cambridge"
"2026 Jul 01 12:49:00 PM",,,"58","PLYMPTON STREET","0","0","0","0","0","Riverside"
"2026 Jul 01 12:21:00 PM","NORFOLK ST","HAMPSHIRE ST",,,"1","0","0","0","0","Wellington-Harrington"
"2026 Jun 30 11:00:00 PM",,,"60","PLYMPTON STREET","1","0","1","1","1","Riverside"
"2026 Jun 30 01:46:00 PM","GARDEN ST","APPIAN WAY",,,"1","0","0","0","0","West Cambridge"
"2026 Jun 30 09:46:00 AM",,,"91","5TH STREET","2","0","0","0","0",
"2026 Jun 30 09:40:00 AM",,,,"BINNEY STREET","2","0","0","0","0",
"2026 Jun 30 09:10:00 AM",,,"20","GRAY STREET","0","0","0","0","0","Neighborhood Nine"
"2026 Jun 30 08:50:00 AM","ARLINGTON STREET","MASS AVE",,,"0","0","1","1","0","Neighborhood Nine"
"2026 Jun 30 04:30:00 AM","BRATTLE ST","ASH ST",,,"0","0","0","0","0","West Cambridge"
"2026 Jun 29 03:30:00 PM",,,,"COLUMBIA STREET","0","1","0","1","0",
"2026 Jun 29 02:09:00 PM",,,"101","WESTERN AVENUE","2","0","0","1","0","Riverside"
"2026 Jun 29 09:58:00 AM",,,,"OXFORD STREET","1","0","1","1","1",
"2026 Jun 28 09:04:00 PM",,,"410","MASS AVE","1","0","0","1","0","Cambridgeport"
"2026 Jun 28 07:48:00 PM",,,"72","PORTER STREET","0","0","0","0","0","Wellington-Harrington"
"2026 Jun 28 04:05:00 PM","MASS AVE","TROWBRIDGE",,,"2","0","0","0","0","Mid-Cambridge"
"2026 Jun 28 12:00:00 PM",,,"896","MASSACHUSETTS AVE","0","0","0","0","0","Riverside"
"2026 Jun 27 07:37:00 PM",,,"138","HANCOCK STREET","2","0","0","0","0","Mid-Cambridge"
"2026 Jun 27 07:00:00 PM",,,"624","MASS AVE","1","1","0","1","0","Cambridgeport"
"2026 Jun 27 04:00:00 PM",,,"308","HIGHLAND","1","0","0","0","0",
"2026 Jun 27 02:39:00 PM",,,,"ACORN PARK DRIVE","1","0","0","0","0",
"2026 Jun 27 11:13:00 AM","PLYMPTON STREET","MT. AUBURN STREET",,,"1","0","0","0","0","Riverside"
"2026 Jun 26 05:00:00 PM",,,"12","PLYMPTON","1","0","0","0","0",
"2026 Jun 26 01:00:00 PM",,,"47","SEVENTH ST","0","0","0","0","0","East Cambridge"
"2026 Jun 26 01:00:00 PM",,,"54","ROBERTS ROAD","0","0","0","0","0","Mid-Cambridge"
"2026 Jun 26 11:00:00 AM",,,"364","RINDGE AVE","0","0","0","1","0","North Cambridge"
"2026 Jun 26 09:00:00 AM",,,,"WINDSOR ST","0","0","0","0","0",
"2026 Jun 25 09:49:00 PM",,,"35","LEE STREET","0","0","0","0","0","Mid-Cambridge"
"2026 Jun 25 09:16:00 AM",,,"675","MASSACHUSETTS AVENUE","1","1","0","1","1","Mid-Cambridge"
"2026 Jun 25 07:50:00 AM",,,"150","HURON AVE","2","0","0","0","0","Neighborhood Nine"
"2026 Jun 24 07:35:00 PM",,,"145","BISHOP ALLEN DR","2","0","0","0","0","Mid-Cambridge"
"2026 Jun 24 07:06:00 PM","CONCORD LANE","CONCORD AVE",,,"1","1","1","1","0","Cambridge Highlands"
"2026 Jun 24 06:31:00 PM","BINNEY STREET","2ND STREET","71","BINNEY STREET","1","0","0","0","0","East Cambridge"
"2026 Jun 24 04:07:00 PM",,,"70","INMAN","1","0","1","1","1",
"2026 Jun 24 03:24:00 PM",,,"2381","MASSACHUSETTS AVENUE","1","0","1","0","1","North Cambridge"
"2026 Jun 24 02:45:00 PM",,,"425","MASSACHUSETTS AVENUE","1","0","0","0","1","The Port"
"2026 Jun 24 10:42:00 AM",,,"17","BOARDMAN","2","0","0","0","0",
"2026 Jun 24 08:44:00 AM",,,"517","CONCORD AVENUE","1","0","0","0","0","Cambridge Highlands"
"2026 Jun 24 07:00:00 AM",,,"75","AMES ST","0","0","0","0","0","Area 2/MIT"
"2026 Jun 23 09:26:00 PM",,,"3","BROOKLINE PL","0","0","0","0","0","Cambridgeport"
"2026 Jun 23 05:02:00 PM",,,"463","MASSACHUSETTS AVENUE","1","0","0","0","1","The Port"
"2026 Jun 23 05:00:00 PM",,,"1","SHEPARD ST","0","0","0","0","0","Neighborhood Nine"
"2026 Jun 23 12:42:00 PM","MASSACHUSETTS AVENUE","EVERETT STREET",,,"1","0","0","0","0",
"2026 Jun 23 01:33:00 AM",,,"21","JEFFERSON STREET","0","0","0","0","0","Wellington-Harrington"
"2026 Jun 22 09:00:00 PM",,,"10","ESSEX ST","0","0","0","0","0","The Port"
"2026 Jun 22 02:04:00 PM","MASSACHUSETTS AVENUE","WINDSOR STREET",,,"1","1","0","1","1","The Port"
"2026 Jun 22 01:59:00 PM",,,"49","TROWBRIDGE STREET","1","0","0","0","0","Mid-Cambridge"
"2026 Jun 22 07:42:00 AM","PUTNAM AVENUE","RIVER STREET",,,"2","0","0","0","0","Cambridgeport"
"2026 Jun 21 05:08:00 PM",,,"135","COLUMBIA STREET","2","0","0","0","0","The Port"
"2026 Jun 21 02:11:00 PM",,,"1","EARHART STREET","1","0","0","0","0","East Cambridge"
"2026 Jun 21 11:24:00 AM",,,"7","MADISON ST","1","0","0","0","0","Neighborhood Nine"
"2026 Jun 20 05:30:00 PM","MASSACHUSETTS AVE","RUSSELL ST",,,"2","0","0","0","0",
"2026 Jun 20 04:25:00 PM",,,"360","HARVARD STREET","2","0","0","0","0","Mid-Cambridge"
"2026 Jun 20 02:40:00 PM","MEMORIAL DR","MAGAZINE ST","730","MEMORIAL DR","1","0","0","0","0","Cambridgeport"
"2026 Jun 20 09:30:00 AM","GARDEN ST","MASS AVE",,,"0","1","0","0","0","Neighborhood Nine"
"2026 Jun 20 02:07:00 AM","MT AUBURN STREET","DUNSTER STREET",,,"2","0","0","0","0","Riverside"
"2026 Jun 19 03:00:00 PM",,,"50","CHURCHILL AVE","0","0","0","0","0","North Cambridge"
"2026 Jun 18 06:15:00 PM",,,"7","TEMPLE ST","0","0","0","0","0","Mid-Cambridge"
"2026 Jun 18 05:52:00 PM",,,"93","BISHOP ALLEN DRIVE","2","0","0","0","0","The Port"
"2026 Jun 18 05:45:00 PM","VASSAR ST","MASSACHUSETTS AVE",,,"1","0","0","0","0","Area 2/MIT"
"2026 Jun 18 06:59:00 AM","CAMBRIDGE STREET","HOVEY AVENUE",,,"1","0","0","1","0","Mid-Cambridge"
"2026 Jun 17 06:00:00 PM",,,"141","SPRING ST","0","0","0","0","0","East Cambridge"
"2026 Jun 17 05:00:00 PM",,,"64","WILLOW ST","1","0","0","0","0","Wellington-Harrington"
"2026 Jun 17 12:19:00 PM",,,"1","PORTLAND STREET","2","0","0","0","0","The Port"
"2026 Jun 17 12:15:00 PM",,,"344","BROADWAY","2","0","0","0","0","Mid-Cambridge"
"2026 Jun 17 11:53:00 AM",,,"35","PARK DRIVE","1","0","0","0","0",
"2026 Jun 17 11:17:00 AM","WESTERN AVENUE","HEWS STREET",,,"2","0","0","0","0",
"2026 Jun 16 05:30:00 PM","CAMBRIDGE ST","THIRD ST",,,"2","0","0","0","0","East Cambridge"
"2026 Jun 16 05:18:00 PM","MASS AVENUE","BROOKLINE",,,"0","1","1","1","0","Cambridgeport"
"2026 Jun 16 02:46:00 PM",,,"27","FAYERWEATHER ST","1","0","0","0","0","West Cambridge"
"2026 Jun 16 01:49:00 PM","PORTLAND STREET","WASHINGTON STREET",,,"2","0","0","0","0","The Port"
"2026 Jun 16 10:30:00 AM",,,"31","CLAY ST","1","0","0","0","0","North Cambridge"
"2026 Jun 15 04:53:00 PM",,,"215","ALEWIFE BROOK PARKWAY","0","0","0","0","0","Cambridge Highlands"
"2026 Jun 15 03:35:00 PM",,,,"PORTER ROAD","2","0","0","0","0",
"2026 Jun 15 01:32:00 PM",,,"485","MASSACHUSETTS AVE","1","0","0","0","0","The Port"
"2026 Jun 15 09:48:00 AM","CHANNING ST","MT AURBURN",,,"2","0","0","2","2","West Cambridge"
"2026 Jun 15 09:18:00 AM",,,"1354","CAMBRIDGE STREET","2","0","0","0","0","Wellington-Harrington"
"2026 Jun 14 02:34:00 PM","CAMBRIDGE STREET","WEBSTER AVENUE",,,"1","1","0","0","0",
"2026 Jun 13 09:14:00 PM","FRANKLIN STREET","SIDNEY PLACE",,,"2","0","0","0","0","Cambridgeport"
"2026 Jun 13 08:30:00 PM","CAMBRIDGE STREET","TREMONT STREET",,,"2","0","0","0","0","Wellington-Harrington"
"2026 Jun 13 05:30:00 PM",,,"66","JFK","2","0","0","0","0",
"2026 Jun 13 10:00:00 AM",,,"N/A","EDMUNDS STREET","0","0","0","0","0",
"2026 Jun 12 07:00:00 PM",,,"330","MT. AUBURN ST","1","0","0","0","0","West Cambridge"
"2026 Jun 12 06:37:00 PM",,,"194","ALEWIFE BROOK PKWY","2","0","0","0","0","Cambridge Highlands"
"2026 Jun 12 03:09:00 PM","PROSPECT STREET","HAMPSHIRE STREET",,,"0","1","0","1","0","The Port"
"2026 Jun 12 02:07:00 PM",,,"198","ALEWIFE BROOK PKWY","2","0","0","0","0","Cambridge Highlands"
"2026 Jun 12 01:52:00 PM","FIRST STREET","RODGERS STREET",,,"2","0","0","2","2","East Cambridge"
"2026 Jun 12 01:28:00 PM","CONCORD LN","CONCORD",,"CONCORD LN","1","0","0","0","0","Cambridge Highlands"
"2026 Jun 12 09:25:00 AM","BROADWAY","INMAN STREET",,,"2","0","0","0","0","Mid-Cambridge"
"2026 Jun 12 07:40:00 AM",,,"219","VASSAR STREET","0","0","0","0","0","Area 2/MIT"
"2026 Jun 11 02:20:00 PM",,,"1","BIGELOW ST","1","0","0","0","0","Mid-Cambridge"
"2026 Jun 11 12:30:00 PM",,,"120","VASSAR STREET","0","0","0","0","0","Area 2/MIT"
"2026 Jun 11 09:27:00 AM",,,"1","STEEL PLACE","1","0","0","0","0","North Cambridge"
"2026 Jun 10 08:57:00 PM",,,"730","MASS AVE","1","1","0","0","0","Riverside"
"2026 Jun 10 07:56:00 PM",,,"68","ALBANY STREET","1","0","0","1","1","The Port"
"2026 Jun 10 04:33:00 PM",,,"928","MASSAHUSETTS AVENUE","2","0","0","0","0","Riverside"
"2026 Jun 10 03:25:00 PM",,,"22","ELLSWORTH AVE","3","0","0","0","0","Mid-Cambridge"
"2026 Jun 10 02:55:00 PM",,,"1","WORCESTER STREET","1","0","0","0","0","The Port"
"2026 Jun 10 12:45:00 PM",,,"375","GREENT ST","1","0","0","0","0","Riverside"
"2026 Jun 10 12:07:00 PM","GARDEN STREET","MASON STREET",,,"2","0","0","1","1","West Cambridge"
"2026 Jun 10 09:17:00 AM",,,"402","MASSACHUSETTS AVENUE","1","0","0","0","0","Cambridgeport"
"2026 Jun 09 09:10:00 PM","BROOKLINE STREET","ERIE STREET",,,"2","0","0","0","0","Cambridgeport"
"2026 Jun 09 02:24:00 PM",,,"215","ALEWIFE BROOK PKWY","0","0","0","0","0","Cambridge Highlands"
"2026 Jun 09 07:29:00 AM",,,"11","GARDEN ST","2","0","0","0","0","West Cambridge"
"2026 Jun 08 07:30:00 PM",,,"10","REMINGTON ST","0","0","0","0","0","Mid-Cambridge"
"2026 Jun 08 05:57:00 PM","MT AUBURN STREET",,"699","MT AUBURN STREET","2","0","0","2","0","West Cambridge"
"2026 Jun 08 05:40:00 PM",,,"219","VASSAR","1","1","0","1","1",
"2026 Jun 08 04:55:00 PM",,,"42","SECOND ST","0","0","0","0","0","East Cambridge"
"2026 Jun 08 02:50:00 PM",,,"90","BROADWAY","1","0","0","0","0","Area 2/MIT"
"2026 Jun 08 02:30:00 PM","BRISTOL STREET","CARDINAL MEDEIROS AVENUE",,,"2","0","0","0","0",
"2026 Jun 08 01:08:00 PM","CAMBRIDGE STREET","CAMELIA AVENUE",,,"1","1","0","0","0","Mid-Cambridge"
"2026 Jun 08 01:00:00 PM","COLUMBIA STREET","HARVARD STREET",,,"1","0","0","0","0","The Port"
"2026 Jun 08 12:43:00 PM","MASSACHUSETTS AVE","RINDGE AVE",,,"2","0","0","0","0","North Cambridge"
"2026 Jun 08 12:00:00 PM",,,,"BISHOP ALLEN DRIVE (LOT 5)","0","0","0","0","0",
"2026 Jun 08 06:20:00 AM","JFK STREET","MT AUBURN STREET",,,"2","0","0","0","0","Riverside"
"2026 Jun 07 09:04:00 PM","BROOKLINE ST",,"10","BROOKLINE ST","2","0","0","0","0","Cambridgeport"
"2026 Jun 07 07:02:00 PM","COWPERTHWAITE STREET","BANKS STREET",,,"2","0","0","0","0",
"2026 Jun 07 01:35:00 PM",,,"13","CREIGHTON STREET","0","0","0","0","0","North Cambridge"
"2026 Jun 06 01:17:00 PM",,,"152","MAGAZINE","0","0","0","0","0",
"2026 Jun 06 10:30:00 AM",,,"5","COWPERTHWAITE ST","0","0","0","0","0","Riverside"
"2026 Jun 06 10:30:00 AM","CAMBRIDGE STREET",,"1000","CAMBRIDGE STREET","1","1","0","1","0","Wellington-Harrington"
"2026 Jun 06 08:57:00 AM",,,"50","BROADWAY","2","0","0","0","0","Area 2/MIT"
"2026 Jun 06 06:40:00 AM","CLIFTON ST","RIDGE AVE",,,"1","0","0","0","0",
"2026 Jun 06 02:20:00 AM","CARDINAL MEDEIROS AVE","CAMBRIDGE STREET",,,"1","0","0","0","0","Wellington-Harrington"
"2026 Jun 06 02:00:00 AM","HANCOCK ST","MASS AVE",,,"1","0","0","0","0","Riverside"
"2026 Jun 05 11:24:00 PM","BELMONT STREET","CUSHING STREET",,"BELMONT STREET","2","0","0","0","0","Strawberry Hill"
"2026 Jun 05 07:30:00 PM","BOW STREET","LINDEN",,,"2","0","0","0","0",
"2026 Jun 05 06:00:00 PM",,,"673","HURON AVE","0","0","0","0","0","Neighborhood Nine"
"2026 Jun 05 04:44:00 PM","ROBERTS RD","KIRKLAND ST",,,"1","1","0","1","1","Mid-Cambridge"
"2026 Jun 05 02:55:00 PM",,,"106","HAMILTON ST","1","0","0","0","0","Cambridgeport"
"2026 Jun 05 01:00:00 PM",,,"300","MT. AUBURN ST","1","0","0","0","0","Riverside"
"2026 Jun 05 12:27:00 PM",,,"58","WENDELL STREET","1","0","0","0","0","Baldwin"
"2026 Jun 05 08:51:00 AM","MAGAZINE STREET","PUTNAM AVE",,,"1","0","1","1","1","Cambridgeport"
"2026 Jun 04 06:56:00 PM","LANDSDOWNE STREET","CROSS STREET",,,"0","0","0","0","0","Cambridgeport"
"2026 Jun 04 06:45:00 PM",,,"1","WHITE STREET","1","0","0","0","0","North Cambridge"
"2026 Jun 04 02:55:00 PM","BROADWAY ST","FELTON ST",,,"1","1","0","0","0","Mid-Cambridge"
"2026 Jun 04 01:50:00 PM",,,"725","CONCORD AVE","1","0","0","0","0","Cambridge Highlands"
"2026 Jun 04 10:45:00 AM","MASSACHUSETTS AVENUE","WENDELL ST",,"MASSAVE","2","0","0","0","0","Baldwin"
"2026 Jun 03 10:30:00 PM",,,"23","HOWARD STREET","1","0","0","0","0","Riverside"
"2026 Jun 03 07:30:00 PM",,,"23","EVERETT STREET","0","0","0","0","0","Baldwin"
"2026 Jun 03 08:55:00 AM","FLAGG STREET","MEMORIAL DRIVE",,,"1","1","0","1","1","Riverside"
"2026 Jun 03 08:52:00 AM","BRATTLE STREET","MASON STREET",,,"2","0","0","1","1","West Cambridge"
"2026 Jun 02 09:10:00 PM",,,"21","BELMONT ST","2","0","0","0","0","Strawberry Hill"
"2026 Jun 02 07:30:00 PM","GREEN ST","WESTERN AVE",,,"2","0","0","1","1","Riverside"
"2026 Jun 02 04:24:00 PM",,,"160","CAMBRIDGEPARK DR","0","0","0","0","0","North Cambridge"
"2026 Jun 02 01:44:00 PM","BLAKE ST",,,,"2","0","0","0","0",
"2026 Jun 02 10:53:00 AM",,,"20","PRESCOTT STREET","0","0","0","0","0","Mid-Cambridge"
"2026 Jun 02 10:16:00 AM","HAMPSHIRE STREET","PROSPECT STREET",,,"0","0","0","1","0","The Port"
"2026 Jun 02 10:15:00 AM",,,"292","CAMBRIDGE STREET","0","1","0","1","0","East Cambridge"
"2026 Jun 01 11:20:00 AM",,,"4","UPTON ST","0","0","0","0","0","Cambridgeport"
"2026 Jun 01 08:26:00 AM","PLEASANT STREET","CHALK STREET",,,"1","0","0","0","0","Cambridgeport"
"2026 May 31 10:00:00 PM","CAMBRIDGE ST","HUNTING ST",,,"1","0","1","1","0","Wellington-Harrington"
"2026 May 31 07:55:00 PM","MASS AVE","ALBANY ST",,,"0","1","0","1","1","Cambridgeport"
"2026 May 31 03:07:00 PM","MOUNT AUBURN ST","PUTNAM AVENUE",,,"1","0","0","0","0","Riverside"
"2026 May 31 01:15:00 PM","MASSACHUSETTS AVE","MASSACHUSETTS AVE",,,"1","1","0","1","1",
"2026 May 31 10:18:00 AM",,,"40","GRANITE ST","1","1","0","1","0","Cambridgeport"
"2026 May 31 09:30:00 AM","SPRING ST","FIRST ST",,"SPRING ST","0","0","0","0","0","East Cambridge"
"2026 May 30 04:00:00 PM",,,"57","JFK STREET","0","0","0","0","0","West Cambridge"
